candidate_id,name,ministries,previous_status,source_1,source_1_tier,source_2,source_2_tier,independent_source_count,official_source_found,identity_confidence,geo_confidence,category_confidence,duplicate_signal,cross_ministry_signal,official_identifier,identifier_source,final_certainty,publication_decision,reason
MINESUP-E:Institut d’Emergence de la Santé et des Sciences Biomédicales de Ngaoundéré ( INESSBIN),Institut d’Emergence de la Santé et des Sciences Biomédicales de Ngaoundéré ( INESSBIN),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (17%) — pas de gagnant clair.
MINESUP-E:Institut universitaire Bengono Touré,Institut universitaire Bengono Touré,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots partiel (33%), insuffisant pour STRONG_MATCH."
MINESUP-E:Institute of Professional Studies (IPS),Institute of Professional Studies (IPS),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (100%) — pas de gagnant clair.
MINESUP-E:International Bilingual Academy Yaoundé (IBAY-SUP),International Bilingual Academy Yaoundé (IBAY-SUP),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:International School of Hospitality and Professional Education (ISHOPE),International School of Hospitality and Professional Education (ISHOPE),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Kesmonds International University Institute,Kesmonds International University Institute,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:La Centrale des Mé4tiers du Numérique et des Affaires Diockni (CEMENAD),La Centrale des Mé4tiers du Numérique et des Affaires Diockni (CEMENAD),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (17%) — pas de gagnant clair.
"MINESUP-E:Laureats Higher Institute of Business, Administration and Technology Sciences (LAHIBATS)","Laureats Higher Institute of Business, Administration and Technology Sciences (LAHIBATS)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Maflekumen Higher Institute of Health Sciences Buea,Maflekumen Higher Institute of Health Sciences Buea,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (50%) — pas de gagnant clair.
MINESUP-E:Meridian Higher Institute of Professional Studies (MHIPS),Meridian Higher Institute of Professional Studies (MHIPS),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (50%) — pas de gagnant clair.
MINESUP-E:PK FOKAM Higher Institute,PK FOKAM Higher Institute,MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:PRIMETEC Higher Institute of Technology,PRIMETEC Higher Institute of Technology,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (50%) — pas de gagnant clair.
MINESUP-E:Pan African Institute for Development (PAID),Pan African Institute for Development (PAID),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (33%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Panafrican Institute of Strategy and Technology (PIST),Panafrican Institute of Strategy and Technology (PIST),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
"MINESUP-E:Pro Africa Higher Institute of Medical, Management Science and Technology (PAMTS)","Pro Africa Higher Institute of Medical, Management Science and Technology (PAMTS)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Professional Higher Institute of Business Management and Technology (PHIBMAT),Professional Higher Institute of Business Management and Technology (PHIBMAT),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (40%) — pas de gagnant clair.
MINESUP-E:Prépa Vogt,Prépa Vogt,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots partiel (50%), insuffisant pour STRONG_MATCH."
MINESUP-E:RAPUS International Institute School (RIIS),RAPUS International Institute School (RIIS),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (33%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:ROTAS Institut Supérieur de Management et de Gestion (ROTAS-ISMG),ROTAS Institut Supérieur de Management et de Gestion (ROTAS-ISMG),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Rapha Higher Institute of Health and Biomedical Sciences Kumba (RAPHIHK),Rapha Higher Institute of Health and Biomedical Sciences Kumba (RAPHIHK),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (50%) — pas de gagnant clair.
MINESUP-E:Redemption Higher Institute of Biomedical and Management Sciences,Redemption Higher Institute of Biomedical and Management Sciences,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (50%) — pas de gagnant clair.
MINESUP-E:ST Joan of Arc Higher Institute of Medical and Management Sciences,ST Joan of Arc Higher Institute of Medical and Management Sciences,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Saint Louis Higher Institute of Engineering and Technology (SLHIET),Saint Louis Higher Institute of Engineering and Technology (SLHIET),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (40%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Saint Mary's Higher Institution (SMHI),Saint Mary's Higher Institution (SMHI),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Sanda Institut Supérieur de Management (SISMA),Sanda Institut Supérieur de Management (SISMA),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Sky High Higher Institute of Engineering and Business (SHIIEB),Sky High Higher Institute of Engineering and Business (SHIIEB),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:St Louis Higher Institute of Medical Studies – Douala (SLHIMS),St Louis Higher Institute of Medical Studies – Douala (SLHIMS),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Swisslink Higher Institute of Business and Technology (SHIBAT),Swisslink Higher Institute of Business and Technology (SHIBAT),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:TRUSTECH Higher Institute of Technology and Professional,TRUSTECH Higher Institute of Technology and Professional,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:The Vaal Institute of Technology (VIT),The Vaal Institute of Technology (VIT),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (50%) — pas de gagnant clair.
MINESUP-E:University of Bamenda,University of Bamenda,MINESUP,INVALID,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,INVALID,,,NO,NO,,,INVALID,DO_NOT_PUBLISH_THIS_SPRINT,INVALID
MINESUP-E:University of Buea,University of Buea,MINESUP,INVALID,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,INVALID,,,NO,NO,,,INVALID,DO_NOT_PUBLISH_THIS_SPRINT,INVALID
MINESUP-E:Université Adventiste Cosendai,Université Adventiste Cosendai,MINESUP,SOURCE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,SOURCE_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,SOURCE_REVIEW
MINESUP-E:Université d'Ebolowa,Université d'Ebolowa,MINESUP,INVALID,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,INVALID,,,NO,NO,,,INVALID,DO_NOT_PUBLISH_THIS_SPRINT,INVALID
MINESUP-E:Université de Bertoua,Université de Bertoua,MINESUP,INVALID,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,INVALID,,,NO,NO,,,INVALID,DO_NOT_PUBLISH_THIS_SPRINT,INVALID
MINESUP-E:Université de Douala,Université de Douala,MINESUP,INVALID,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,INVALID,,,NO,NO,,,INVALID,DO_NOT_PUBLISH_THIS_SPRINT,INVALID
MINESUP-E:Université de Dschang,Université de Dschang,MINESUP,INVALID,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,INVALID,,,NO,NO,,,INVALID,DO_NOT_PUBLISH_THIS_SPRINT,INVALID
MINESUP-E:Université de Garoua,Université de Garoua,MINESUP,INVALID,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,INVALID,,,NO,NO,,,INVALID,DO_NOT_PUBLISH_THIS_SPRINT,INVALID
MINESUP-E:Université de Maroua,Université de Maroua,MINESUP,INVALID,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,INVALID,,,NO,NO,,,INVALID,DO_NOT_PUBLISH_THIS_SPRINT,INVALID
MINESUP-E:Université de Ngaoundéré,Université de Ngaoundéré,MINESUP,INVALID,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,INVALID,,,NO,NO,,,INVALID,DO_NOT_PUBLISH_THIS_SPRINT,INVALID
MINESUP-E:Université de Yaoundé 1,Université de Yaoundé 1,MINESUP,INVALID,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,INVALID,,,NO,NO,,,INVALID,DO_NOT_PUBLISH_THIS_SPRINT,INVALID
MINESUP-E:Université de Yaoundé 2,Université de Yaoundé 2,MINESUP,INVALID,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,INVALID,,,NO,NO,,,INVALID,DO_NOT_PUBLISH_THIS_SPRINT,INVALID
MINESUP-E:Yaounde School of Economics and Management (YSEM),Yaounde School of Economics and Management (YSEM),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Yaoundé International Business School (YIBS),Yaoundé International Business School (YIBS),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINSANTE-PILOT:0e0202b8-3175-4db9-890d-0294057239a1,ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE DE BAFOUSSAM,MINSANTE,CATEGORY_REVIEW,establishment_import_staging.id=0e0202b8-3175-4db9-890d-0294057239a1,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,CATEGORY_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future."
MINSANTE-PILOT:265476d2-d4fe-4e6d-adc7-39cabdc01fa8,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FONDATION SAINT MAURICE DE BAFOUSSAM,MINSANTE,DUPLICATE_REVIEW,establishment_import_staging.id=265476d2-d4fe-4e6d-adc7-39cabdc01fa8,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).
MINSANTE-PILOT:276633af-df10-4d1e-b91e-596c7a50ed34,ECOLE DES METIERS DE LA SANTE EMES DE BAMOUGOUM,MINSANTE,DUPLICATE_REVIEW,establishment_import_staging.id=276633af-df10-4d1e-b91e-596c7a50ed34,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).
MINSANTE-PILOT:27a2a636-eced-4971-8f62-67d8d1028ab3,"INSTITUT TROPICAL DE FORMATION EN PLAIES CHRONIQUES ET EN SOINS INFIRMIERS ""MOULLEC"" DE BALEVENG",MINSANTE,CATEGORY_REVIEW,establishment_import_staging.id=27a2a636-eced-4971-8f62-67d8d1028ab3,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,CATEGORY_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future."
MINSANTE-PILOT:2c29d228-e387-4db1-a855-7425c05e6a96,ECOLE PRIVEE FONDATION JEUGEUVOU FOWANG DE BAFOUSSAM,MINSANTE,DUPLICATE_REVIEW,establishment_import_staging.id=2c29d228-e387-4db1-a855-7425c05e6a96,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).
MINSANTE-PILOT:3c04b5c8-4a6d-4ad8-b625-bda87186c800,COMPLEXE PRIVE DE FORMATION DU PERSONNEL DE LA SANTE DE MBOUO BANDJOUN,MINSANTE,CATEGORY_REVIEW,establishment_import_staging.id=3c04b5c8-4a6d-4ad8-b625-bda87186c800,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,CATEGORY_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future."
MINSANTE-PILOT:500e77b8-68a9-4e4f-8e0f-032890ff8520,INSTITUT DES SCIENCES MEDICO-SANITAIRES LES ARGUS DE BANDJOUN,MINSANTE,DUPLICATE_REVIEW,establishment_import_staging.id=500e77b8-68a9-4e4f-8e0f-032890ff8520,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).
MINSANTE-PILOT:5f99f3be-fd64-4d9a-a8fd-709d9e4f0821,"ECOLE PRIVEE DE FORMATION DES PERSONNELS SANITAIRES ""SAINT JOSEPH"" DE BAFOUSSAM",MINSANTE,DUPLICATE_REVIEW,establishment_import_staging.id=5f99f3be-fd64-4d9a-a8fd-709d9e4f0821,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).
MINSANTE-PILOT:68c3cd5b-de66-4f3c-9c3c-fdbdaad7f54c,COMPLEXE DE FORMATION DES PERSONNELS DE SANTE � ROIS MAGES � COFPSAROMA DE BALENG,MINSANTE,CATEGORY_REVIEW,establishment_import_staging.id=68c3cd5b-de66-4f3c-9c3c-fdbdaad7f54c,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,CATEGORY_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future."
MINSANTE-PILOT:7517d1df-be2c-4b4e-bb15-fc4548735739,ECOLE DES METIERS DE LA SANTE DE BAMOUGOUM,MINSANTE,DUPLICATE_REVIEW,establishment_import_staging.id=7517d1df-be2c-4b4e-bb15-fc4548735739,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).
MINSANTE-PILOT:8bf90bbd-3520-4f16-8cd7-e708892473bd,COMPLEXE PRIVE DE FORMATION DU PERSONNEL MEDICO-SANITAIRE DE MBOUDA,MINSANTE,CATEGORY_REVIEW,establishment_import_staging.id=8bf90bbd-3520-4f16-8cd7-e708892473bd,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,CATEGORY_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future."
MINSANTE-PILOT:92c96f6f-bf11-4de7-b9cf-44f2be0564b4,ECOLE DES PROFESSIONNELS DE LA SANTE LES ETOILES DE BAFOUSSAM,MINSANTE,CATEGORY_REVIEW,establishment_import_staging.id=92c96f6f-bf11-4de7-b9cf-44f2be0564b4,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,CATEGORY_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future."
MINSANTE-PILOT:a2f1cf0b-520e-42b1-bb84-81a20f9de8a3,INSTITUT INTERNATIONAL DE FORMATION DE PERSONNELS PARAMEDICAUX IFOPP DE FOUMBOT,MINSANTE,CATEGORY_REVIEW,establishment_import_staging.id=a2f1cf0b-520e-42b1-bb84-81a20f9de8a3,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,CATEGORY_REVIEW,,,NO,NO,,,UNRESOLVED,DO_NOT_PUBLISH_THIS_SPRINT,"Aucun mot de niveau explicite dans le titre officiel. §13 interdit d'inférer 'supérieur' depuis 'institut' seul, et interdit d'inférer 'autres' depuis le seul fait d'être une formation santé — revue humaine requise avant toute promotion future."
MINSANTE-PILOT:f56097c9-ac2a-4bae-95af-2838aed0033f,INSTITUT DES SCIENCES DE LA SANTE POOLA DE BAFOUSSAM,MINSANTE,DUPLICATE_REVIEW,establishment_import_staging.id=f56097c9-ac2a-4bae-95af-2838aed0033f,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,Ambiguïté de dédoublonnage NON résolue au sein du pilote (§9-10) — voir minsante-b-dedup-review.csv pour le(s) candidat(s) apparenté(s).
